,companyName,company_starRating,company_offeredRole,company_roleLocation,company_salary_raw,companyHQ,company_founded,company_industry,company_revenue,company_size,company_type,company_sector,requested_url,search_state,company_salary,job_seniority,job_title
620,Connecticut Children's Medical Center,3.5,Senior Health Data Scientist,CT,$85K - $122K (Glassdoor est.),"Hartford, CT",1996.0,Health Care Services & Hospitals,$500 million to $1 billion (USD),1001 to 5000 Employees,Nonprofit Organization,Healthcare,https://www.glassdoor.com/partner/jobListing.htm?pos=329&ao=1136043&s=58&guid=000001868b151d3bb7f78cb8ee72587d&src=GD_JOB_AD&t=SR&vt=w&cs=1_185dd3e8&cb=1677370662628&jobListingId=1008340009107&jrtk=3-0-1gq5ha7bbjiit801-1gq5ha7c0jigm800-d1c96ef20ae76710-,CT,103.5,senior,data_science
621,HSB,3.7,Senior Data Scientist,CT,$96K - $142K (Glassdoor est.),"LuleÃÂ¥, Sweden",,,Unknown / Non-Applicable,Unknown,Company - Private,,https://www.glassdoor.com/partner/jobListing.htm?pos=411&ao=1136043&s=58&guid=000001868b1d1aabb857ca13c947b08d&src=GD_JOB_AD&t=SR&vt=w&cs=1_a573ad0e&cb=1677371186168&jobListingId=1008488963885&jrtk=3-0-1gq5hq6mjjfml801-1gq5hq6n7g4fk800-ba186cb5d3cecd8f-,CT,119.0,senior,data_science
622,Yale University,4.3,Statistician - Entry,CT,$51K - $88K (Glassdoor est.),"New Haven, CT",1701.0,Colleges & Universities,$1 to $5 billion (USD),10000+ Employees,Nonprofit Organization,Education,https://www.glassdoor.com/partner/jobListing.htm?pos=419&ao=1136043&s=58&guid=000001868b1d1aabb857ca13c947b08d&src=GD_JOB_AD&t=SR&vt=w&cs=1_4e3edbcb&cb=1677371186168&jobListingId=1008400744991&jrtk=3-0-1gq5hq6mjjfml801-1gq5hq6n7g4fk800-9ef8691e2553fa6f-,CT,69.5,no prefix,other title
623,Deloitte,4.1,AI & Data Architecture Specialist Master,CT,$106K - $152K (Glassdoor est.),"New York, NY",1850.0,Accounting & Tax,$10+ billion (USD),10000+ Employees,Company - Private,Financial Services,https://www.glassdoor.com/partner/jobListing.htm?pos=426&ao=1136043&s=58&guid=000001868b1d1aabb857ca13c947b08d&src=GD_JOB_AD&t=SR&vt=w&cs=1_7fb1c17c&cb=1677371186169&jobListingId=1007943997764&jrtk=3-0-1gq5hq6mjjfml801-1gq5hq6n7g4fk800-f33b5b14bf00d9a3-,CT,129.0,no prefix,machine_learning_engineer
624,Subway,3.4,Data Architect,CT,$83K - $122K (Glassdoor est.),"Milford, CT",,Restaurants & Cafes,$25 to $100 million (USD),5001 to 10000 Employees,Company - Private,Restaurants & Food Service,https://www.glassdoor.com/partner/jobListing.htm?pos=410&ao=1136043&s=58&guid=000001868b1d1aabb857ca13c947b08d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_958e39f1&cb=1677371186168&jobListingId=1008311089801&jrtk=3-0-1gq5hq6mjjfml801-1gq5hq6n7g4fk800-970b2110c7d0b79c-,CT,102.5,no prefix,data_engineer
625,Liberty Bank,3.1,Marketing Analytics Analyst - Hybrid,CT,$70K - $95K (Glassdoor est.),"Middletown, CT",,Banking & Lending,$100 to $500 million (USD),501 to 1000 Employees,Company - Private,Financial Services,https://www.glassdoor.com/partner/jobListing.htm?pos=423&ao=1136043&s=58&guid=000001868b1d1aabb857ca13c947b08d&src=GD_JOB_AD&t=SR&vt=w&cs=1_965669ff&cb=1677371186169&jobListingId=1007824104794&jrtk=3-0-1gq5hq6mjjfml801-1gq5hq6n7g4fk800-428260116a6f9639-,CT,82.5,no prefix,other title
626,AME IT Solutions,5.0,Senior Data Engineer,CT,$97K - $133K (Glassdoor est.),"Chesterfield, MO",,,Unknown / Non-Applicable,51 to 200 Employees,Company - Private,,https://www.glassdoor.com/partner/jobListing.htm?pos=401&ao=1136043&s=58&guid=000001868b1d1aabb857ca13c947b08d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_55705c4e&cb=1677371186166&jobListingId=1008479383778&jrtk=3-0-1gq5hq6mjjfml801-1gq5hq6n7g4fk800-1818ce5700ead20b-,CT,115.0,senior,data_engineer
627,"The Travelers Companies, Inc.",4.0,"Senior Associate, Data Engineer",CT,Employer est.:$91K - $150K ,"Hartford, CT",1853.0,Insurance Carriers,$10+ billion (USD),10000+ Employees,Company - Public,Insurance,https://www.glassdoor.com/partner/jobListing.htm?pos=407&ao=1136043&s=58&guid=000001868b1d1aabb857ca13c947b08d&src=GD_JOB_AD&t=SR&vt=w&cs=1_798c5b7b&cb=1677371186167&jobListingId=1008447736065&jrtk=3-0-1gq5hq6mjjfml801-1gq5hq6n7g4fk800-85b4ff1ee405efc9-,CT,120.5,senior,data_engineer
628,Ryder System,3.7,Senior Data Analyst,CT,Employer est.:$70K - $95K ,"Medley, FL",1933.0,Shipping & Trucking,$5 to $10 billion (USD),Unknown,Company - Public,Transportation & Logistics,https://www.glassdoor.com/partner/jobListing.htm?pos=413&ao=1136043&s=58&guid=000001868b1d1aabb857ca13c947b08d&src=GD_JOB_AD&t=SR&vt=w&cs=1_284d081a&cb=1677371186168&jobListingId=1008431138472&jrtk=3-0-1gq5hq6mjjfml801-1gq5hq6n7g4fk800-95c723847775a198-,CT,82.5,senior,data_analytics
629,"Pfizer, Inc",4.1,Machine Learning/MLOps Engineer,CT,Employer est.:$63K - $125K ,"New York, NY",1849.0,Biotech & Pharmaceuticals,$10+ billion (USD),10000+ Employees,Company - Public,Pharmaceutical & Biotechnology,https://www.glassdoor.com/partner/jobListing.htm?pos=421&ao=1136043&s=58&guid=000001868b1d1aabb857ca13c947b08d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c0f5201e&cb=1677371186169&jobListingId=1008483323614&jrtk=3-0-1gq5hq6mjjfml801-1gq5hq6n7g4fk800-cab6295aa8d027cb-,CT,94.0,no prefix,machine_learning_engineer
630,Change Healthcare,3.5,Senior Data Analyst ÃÂ Claims Editing/CXT Cloud Operations,CT,Employer est.:$82K - $202K ,"Nashville, TN",2007.0,Information Technology Support Services,Unknown / Non-Applicable,10000+ Employees,Company - Public,Information Technology,https://www.glassdoor.com/partner/jobListing.htm?pos=417&ao=1136043&s=58&guid=000001868b1d1aabb857ca13c947b08d&src=GD_JOB_AD&t=SR&vt=w&cs=1_54762a76&cb=1677371186168&jobListingId=1008461126755&jrtk=3-0-1gq5hq6mjjfml801-1gq5hq6n7g4fk800-de9732d003e2599d-,CT,142.0,senior,data_analytics
631,Deloitte,4.1,People Analytics Lead,CT,$89K - $130K (Glassdoor est.),"New York, NY",1850.0,Accounting & Tax,$10+ billion (USD),10000+ Employees,Company - Private,Financial Services,https://www.glassdoor.com/partner/jobListing.htm?pos=418&ao=1136043&s=58&guid=000001868b1d1aabb857ca13c947b08d&src=GD_JOB_AD&t=SR&vt=w&cs=1_e1424fa9&cb=1677371186168&jobListingId=1008421700455&jrtk=3-0-1gq5hq6mjjfml801-1gq5hq6n7g4fk800-a1b2de152dc29e39-,CT,109.5,senior,other title
632,Cox Communications,4.0,"Senior Data Analyst, Business Intelligence",CT,Employer est.:$77K - $116K ,"Atlanta, GA",1962.0,"Cable, Internet & Telephone Providers",$10+ billion (USD),10000+ Employees,Company - Private,Telecommunications,https://www.glassdoor.com/partner/jobListing.htm?pos=408&ao=1136043&s=58&guid=000001868b1d1aabb857ca13c947b08d&src=GD_JOB_AD&t=SR&vt=w&cs=1_98f68c16&cb=1677371186167&jobListingId=1008485264190&jrtk=3-0-1gq5hq6mjjfml801-1gq5hq6n7g4fk800-823b37a09105877b-,CT,96.5,senior,business_analytics
633,Arch Capital Services LLC,4.2,"AVP, Strategic Analytics",CT,Employer est.:$201K - $271K ,"Hamilton, Bermuda",2000.0,Insurance Carriers,$10+ billion (USD),5001 to 10000 Employees,Company - Public,Insurance,https://www.glassdoor.com/partner/jobListing.htm?pos=404&ao=1136043&s=58&guid=000001868b1d1aabb857ca13c947b08d&src=GD_JOB_AD&t=SR&vt=w&cs=1_4a24ef24&cb=1677371186167&jobListingId=1008361899630&jrtk=3-0-1gq5hq6mjjfml801-1gq5hq6n7g4fk800-e83935d7e0630e7e-,CT,236.0,no prefix,other title
634,"The Travelers Companies, Inc.",4.0,"Sr. Analyst, Secondary Quantitative Market Research Ops",CT,Employer est.:$77K - $126K ,"Hartford, CT",1853.0,Insurance Carriers,$10+ billion (USD),10000+ Employees,Company - Public,Insurance,https://www.glassdoor.com/partner/jobListing.htm?pos=414&ao=1136043&s=58&guid=000001868b1d1aabb857ca13c947b08d&src=GD_JOB_AD&t=SR&vt=w&cs=1_7a1e6f5f&cb=1677371186168&jobListingId=1008461852842&jrtk=3-0-1gq5hq6mjjfml801-1gq5hq6n7g4fk800-5ed52215ce84e5c1-,CT,101.5,senior,other title
635,Cigna,3.7,"Sr. Analyst, Business Analytics - eviCore - Remote",CT,Employer est.:$59K - $99K ,"Bloomfield, CT",1865.0,Health Care Services & Hospitals,$10+ billion (USD),10000+ Employees,Company - Public,Healthcare,https://www.glassdoor.com/partner/jobListing.htm?pos=430&ao=1136043&s=58&guid=000001868b1d1aabb857ca13c947b08d&src=GD_JOB_AD&t=SR&vt=w&cs=1_0f5a6f25&cb=1677371186169&jobListingId=1008428584570&jrtk=3-0-1gq5hq6mjjfml801-1gq5hq6n7g4fk800-533dfdb812bd4487-,CT,79.0,senior,business_analytics
636,S&P Global,4.1,Front End Software Engineer,CT,Employer est.:$58K - $116K ,"New York, NY",1888.0,Research & Development,$5 to $10 billion (USD),10000+ Employees,Company - Public,Management & Consulting,https://www.glassdoor.com/partner/jobListing.htm?pos=406&ao=1136043&s=58&guid=000001868b1d1aabb857ca13c947b08d&src=GD_JOB_AD&t=SR&vt=w&cs=1_93bc01d3&cb=1677371186167&jobListingId=1008438150003&jrtk=3-0-1gq5hq6mjjfml801-1gq5hq6n7g4fk800-1e6194851d7dd35a-,CT,87.0,no prefix,software_engineer
637,Mirador,3.9,Junior Financial Analyst,CT,$59K - $77K (Glassdoor est.),"Portland, OR",2013.0,Financial Transaction Processing,Unknown / Non-Applicable,1 to 50 Employees,Company - Private,Financial Services,https://www.glassdoor.com/partner/jobListing.htm?pos=403&ao=1136043&s=58&guid=000001868b1d1aabb857ca13c947b08d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c96a5bbe&cb=1677371186166&jobListingId=1008344671723&jrtk=3-0-1gq5hq6mjjfml801-1gq5hq6n7g4fk800-a65d90ff2b10b5dc-,CT,68.0,junior,other title
638,Synchrony Financial,4.3,AVP Acquisition Credit Strategy,CT,Employer est.:$85K - $170K ,"Stamford, CT",2014.0,Banking & Lending,$10+ billion (USD),10000+ Employees,Company - Public,Financial Services,https://www.glassdoor.com/partner/jobListing.htm?pos=429&ao=1136043&s=58&guid=000001868b1d1aabb857ca13c947b08d&src=GD_JOB_AD&t=SR&vt=w&cs=1_8ac6e768&cb=1677371186169&jobListingId=1008419389844&jrtk=3-0-1gq5hq6mjjfml801-1gq5hq6n7g4fk800-9688cbccb3ac966a-,CT,127.5,no prefix,other title
639,MedwinsureIT,,MedwinsureIT LLC requires Senior Data Analyst,CT,$65K - $96K (Glassdoor est.),"Middlebury, CT",,,Unknown / Non-Applicable,1 to 50 Employees,Company - Public,,https://www.glassdoor.com/partner/jobListing.htm?pos=415&ao=1136043&s=58&guid=000001868b1d1aabb857ca13c947b08d&src=GD_JOB_AD&t=SR&vt=w&cs=1_a59620c4&cb=1677371186168&jobListingId=1007902107394&jrtk=3-0-1gq5hq6mjjfml801-1gq5hq6n7g4fk800-e0a65009dc54cb0f-,CT,80.5,senior,data_analytics
640,Mirador,3.9,Junior FP&A Analyst,CT,$62K - $92K (Glassdoor est.),"Portland, OR",2013.0,Financial Transaction Processing,Unknown / Non-Applicable,1 to 50 Employees,Company - Private,Financial Services,https://www.glassdoor.com/partner/jobListing.htm?pos=416&ao=1136043&s=58&guid=000001868b1d1aabb857ca13c947b08d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_765fd069&cb=1677371186168&jobListingId=1008386608153&jrtk=3-0-1gq5hq6mjjfml801-1gq5hq6n7g4fk800-d5f84299b544a783-,CT,77.0,junior,other title
641,Pfizer,4.1,Senior Scientist ÃÂ Applied Synthesis Technologies (Flow Chemistry),CT,$59K - $87K (Glassdoor est.),"New York, NY",1849.0,Biotech & Pharmaceuticals,$10+ billion (USD),10000+ Employees,Company - Public,Pharmaceutical & Biotechnology,https://www.glassdoor.com/partner/jobListing.htm?pos=420&ao=1136043&s=58&guid=000001868b1d1aabb857ca13c947b08d&src=GD_JOB_AD&t=SR&vt=w&cs=1_a2692127&cb=1677371186168&jobListingId=1008258881958&jrtk=3-0-1gq5hq6mjjfml801-1gq5hq6n7g4fk800-9990c585ab89e87a-,CT,73.0,senior,other title
642,Cigna,3.7,"Senior Analyst, Client Analytics - eviCore - Remote",CT,Employer est.:$59K - $99K ,"Bloomfield, CT",1865.0,Health Care Services & Hospitals,$10+ billion (USD),10000+ Employees,Company - Public,Healthcare,https://www.glassdoor.com/partner/jobListing.htm?pos=425&ao=1136043&s=58&guid=000001868b1d1aabb857ca13c947b08d&src=GD_JOB_AD&t=SR&vt=w&cs=1_c5f4b77d&cb=1677371186169&jobListingId=1008311060256&jrtk=3-0-1gq5hq6mjjfml801-1gq5hq6n7g4fk800-dd6d6099661c3c21-,CT,79.0,senior,other title
643,Nuvance Health,2.9,Data Engineer III,CT,$98K - $137K (Glassdoor est.),"Danbury, CT",2019.0,Health Care Services & Hospitals,$1 to $5 billion (USD),10000+ Employees,Hospital,Healthcare,https://www.glassdoor.com/partner/jobListing.htm?pos=427&ao=1136043&s=58&guid=000001868b1d1aabb857ca13c947b08d&src=GD_JOB_AD&t=SR&vt=w&cs=1_12953e26&cb=1677371186169&jobListingId=1007671949982&jrtk=3-0-1gq5hq6mjjfml801-1gq5hq6n7g4fk800-c1ee62581cf8eea9-,CT,117.5,no prefix,data_engineer
644,Trexquant Investment,4.4,Data Scientist (USA),CT,$96K - $151K (Glassdoor est.),"Stamford, CT",2012.0,Investment & Asset Management,Unknown / Non-Applicable,1 to 50 Employees,Company - Private,Financial Services,https://www.glassdoor.com/partner/jobListing.htm?pos=409&ao=1136043&s=58&guid=000001868b1d1aabb857ca13c947b08d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a53c0694&cb=1677371186167&jobListingId=1008138169844&jrtk=3-0-1gq5hq6mjjfml801-1gq5hq6n7g4fk800-80ee4ec80659b11a-,CT,123.5,no prefix,data_science
645,Cigna,3.7,"Senior Analyst, Client Reporting - eviCore - Remote",CT,Employer est.:$59K - $99K ,"Bloomfield, CT",1865.0,Health Care Services & Hospitals,$10+ billion (USD),10000+ Employees,Company - Public,Healthcare,https://www.glassdoor.com/partner/jobListing.htm?pos=402&ao=1136043&s=58&guid=000001868b1d1aabb857ca13c947b08d&src=GD_JOB_AD&t=SR&vt=w&cs=1_870f8a11&cb=1677371186166&jobListingId=1008475403116&jrtk=3-0-1gq5hq6mjjfml801-1gq5hq6n7g4fk800-77e0bdb29b758c9a-,CT,79.0,senior,other title
646,Silent Eight,2.8,Solutions Engineer,CT,$89K - $125K (Glassdoor est.),"Singapore, Singapore",2013.0,Enterprise Software & Network Solutions,Unknown / Non-Applicable,51 to 200 Employees,Company - Private,Information Technology,https://www.glassdoor.com/partner/jobListing.htm?pos=422&ao=1136043&s=58&guid=000001868b1d1aabb857ca13c947b08d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c4b6f749&cb=1677371186169&jobListingId=1008412434948&jrtk=3-0-1gq5hq6mjjfml801-1gq5hq6n7g4fk800-6cbbf63dca9c15b5-,CT,107.0,no prefix,other title
647,Hartford Steam Boiler,3.8,Senior Data Scientist,CT,$102K - $142K (Glassdoor est.),"Hartford, CT",2000.0,Insurance Carriers,$100 to $500 million (USD),Unknown,Subsidiary or Business Segment,Insurance,https://www.glassdoor.com/partner/jobListing.htm?pos=517&ao=1136043&s=58&guid=000001868b253de3a9c211b72ae47d8a&src=GD_JOB_AD&t=SR&vt=w&cs=1_c17a398e&cb=1677371719528&jobListingId=1008389102705&jrtk=3-0-1gq5iafgb2go7001-1gq5iafh2g4fk800-304d6217721e1f8f-,CT,122.0,senior,data_science
648,Recruiting From Scratch,3.9,NLP Engineer,CT,Employer est.:$190K - $230K ,"New York, NY",2019.0,Staffing & Subcontracting,$1 to $5 million (USD),1 to 50 Employees,Company - Private,Human Resources & Staffing,https://www.glassdoor.com/partner/jobListing.htm?pos=530&ao=1136043&s=58&guid=000001868b253de3a9c211b72ae47d8a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_fec54649&cb=1677371719529&jobListingId=1008352619520&jrtk=3-0-1gq5iafgb2go7001-1gq5iafh2g4fk800-3fa48b0c0fb6b28d-,CT,210.0,no prefix,other title
649,Xometry Inc,3.4,Senior Data Analyst,CT,$83K - $114K (Glassdoor est.),"Rockville, MD",2014.0,Enterprise Software & Network Solutions,$100 to $500 million (USD),201 to 500 Employees,Company - Public,Information Technology,https://www.glassdoor.com/partner/jobListing.htm?pos=507&ao=1136043&s=58&guid=000001868b253de3a9c211b72ae47d8a&src=GD_JOB_AD&t=SR&vt=w&cs=1_4a0990cb&cb=1677371719527&jobListingId=1008465063174&jrtk=3-0-1gq5iafgb2go7001-1gq5iafh2g4fk800-9be3198901e36682-,CT,98.5,senior,data_analytics
650,Gartner,4.0,Lead Data Engineer (Azure Cloud/ADF),CT,$111K - $162K (Glassdoor est.),"Stamford, CT",1979.0,Business Consulting,$1 to $5 billion (USD),10000+ Employees,Company - Public,Management & Consulting,https://www.glassdoor.com/partner/jobListing.htm?pos=525&ao=1136043&s=58&guid=000001868b253de3a9c211b72ae47d8a&src=GD_JOB_AD&t=SR&vt=w&cs=1_d1f9aacc&cb=1677371719529&jobListingId=1008487931241&jrtk=3-0-1gq5iafgb2go7001-1gq5iafh2g4fk800-92be570cdd13d69a-,CT,136.5,senior,data_engineer
651,Plaxonic Technologies,4.6,Data Modeler Lead,CT,Employer est.:$145K - $155K ,"Noida, India",2013.0,Information Technology Support Services,$1 to $5 million (USD),51 to 200 Employees,Company - Private,Information Technology,https://www.glassdoor.com/partner/jobListing.htm?pos=510&ao=1136043&s=58&guid=000001868b253de3a9c211b72ae47d8a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_60566b57&cb=1677371719528&jobListingId=1008449915682&jrtk=3-0-1gq5iafgb2go7001-1gq5iafh2g4fk800-4137cc08e3c1659b-,CT,150.0,senior,other title
652,S&P Global,4.1,"Senior Software Engineer, Data Engineering",CT,Employer est.:$68K - $140K ,"New York, NY",1888.0,Research & Development,$5 to $10 billion (USD),10000+ Employees,Company - Public,Management & Consulting,https://www.glassdoor.com/partner/jobListing.htm?pos=515&ao=1136043&s=58&guid=000001868b253de3a9c211b72ae47d8a&src=GD_JOB_AD&t=SR&vt=w&cs=1_ef6ab277&cb=1677371719528&jobListingId=1007899171960&jrtk=3-0-1gq5iafgb2go7001-1gq5iafh2g4fk800-c1f9b3ee32e57ac2-,CT,104.0,senior,software_engineer
653,Yale University,4.3,Programmer Analyst,CT,$71K - $98K (Glassdoor est.),"New Haven, CT",1701.0,Colleges & Universities,$1 to $5 billion (USD),10000+ Employees,Nonprofit Organization,Education,https://www.glassdoor.com/partner/jobListing.htm?pos=520&ao=1136043&s=58&guid=000001868b253de3a9c211b72ae47d8a&src=GD_JOB_AD&t=SR&vt=w&cs=1_bf57e832&cb=1677371719529&jobListingId=1008488001799&jrtk=3-0-1gq5iafgb2go7001-1gq5iafh2g4fk800-c870a322e12e3dc0-,CT,84.5,no prefix,other title
654,Cigna,3.7,Operations Senior Analyst - eviCore - Remote,CT,Employer est.:$50K - $83K ,"Bloomfield, CT",1865.0,Health Care Services & Hospitals,$10+ billion (USD),10000+ Employees,Company - Public,Healthcare,https://www.glassdoor.com/partner/jobListing.htm?pos=522&ao=1136043&s=58&guid=000001868b253de3a9c211b72ae47d8a&src=GD_JOB_AD&t=SR&vt=w&cs=1_ddf9ed55&cb=1677371719529&jobListingId=1008219340917&jrtk=3-0-1gq5iafgb2go7001-1gq5iafh2g4fk800-3a244ccb0153bd34-,CT,66.5,senior,other title
655,"The Travelers Companies, Inc.",4.0,"Manager, Decision Science",CT,Employer est.:$100K - $166K ,"Hartford, CT",1853.0,Insurance Carriers,$10+ billion (USD),10000+ Employees,Company - Public,Insurance,https://www.glassdoor.com/partner/jobListing.htm?pos=503&ao=1136043&s=58&guid=000001868b253de3a9c211b72ae47d8a&src=GD_JOB_AD&t=SR&vt=w&cs=1_d9cc6d38&cb=1677371719527&jobListingId=1008313898000&jrtk=3-0-1gq5iafgb2go7001-1gq5iafh2g4fk800-28e36d65b18ad6b9-,CT,133.0,senior,other title
656,Sydata Inc,,Data Modeler/ Lead,CT,Employer est.:$110K - $130K ,,,,,,,,https://www.glassdoor.com/partner/jobListing.htm?pos=512&ao=1136043&s=58&guid=000001868b253de3a9c211b72ae47d8a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_098c4d97&cb=1677371719528&jobListingId=1008449654297&jrtk=3-0-1gq5iafgb2go7001-1gq5iafh2g4fk800-126d7d60b2fe7b35-,CT,120.0,senior,other title
657,Cigna,3.7,Business Analytics Advisor - Remote,CT,Employer est.:$94K - $157K ,"Bloomfield, CT",1865.0,Health Care Services & Hospitals,$10+ billion (USD),10000+ Employees,Company - Public,Healthcare,https://www.glassdoor.com/partner/jobListing.htm?pos=501&ao=1136043&s=58&guid=000001868b253de3a9c211b72ae47d8a&src=GD_JOB_AD&t=SR&vt=w&cs=1_a9bb16b6&cb=1677371719527&jobListingId=1008427469894&jrtk=3-0-1gq5iafgb2go7001-1gq5iafh2g4fk800-63a2f38dac97daaf-,CT,125.5,no prefix,business_analytics
658,CVS Health,3.1,Senior Analyst Application Development,CT,Employer est.:$70K - $140K ,"Woonsocket, RI",1963.0,Health Care Services & Hospitals,$10+ billion (USD),10000+ Employees,Company - Public,Healthcare,https://www.glassdoor.com/partner/jobListing.htm?pos=523&ao=1136043&s=58&guid=000001868b253de3a9c211b72ae47d8a&src=GD_JOB_AD&t=SR&vt=w&cs=1_3f4fd6db&cb=1677371719529&jobListingId=1008393020956&jrtk=3-0-1gq5iafgb2go7001-1gq5iafh2g4fk800-f94a1c7fe13a8a06-,CT,105.0,senior,other title
659,Change Healthcare,3.5,"Director, AI Engineering (Artificial Intelligence)",CT,Employer est.:$123K - $329K ,"Nashville, TN",2007.0,Information Technology Support Services,Unknown / Non-Applicable,10000+ Employees,Company - Public,Information Technology,https://www.glassdoor.com/partner/jobListing.htm?pos=506&ao=1136043&s=58&guid=000001868b253de3a9c211b72ae47d8a&src=GD_JOB_AD&t=SR&vt=w&cs=1_68590d11&cb=1677371719527&jobListingId=1008461126883&jrtk=3-0-1gq5iafgb2go7001-1gq5iafh2g4fk800-711020e8bba19d44-,CT,226.0,senior,machine_learning_engineer
660,Cigna,3.7,Machine Learning Engineer - Evernorth Health Services - Remote,CT,Employer est.:$122K - $203K ,"Bloomfield, CT",1865.0,Health Care Services & Hospitals,$10+ billion (USD),10000+ Employees,Company - Public,Healthcare,https://www.glassdoor.com/partner/jobListing.htm?pos=504&ao=1136043&s=58&guid=000001868b253de3a9c211b72ae47d8a&src=GD_JOB_AD&t=SR&vt=w&cs=1_bb5e25e6&cb=1677371719527&jobListingId=1008400285582&jrtk=3-0-1gq5iafgb2go7001-1gq5iafh2g4fk800-053ac2a4acd5eb26-,CT,162.5,no prefix,machine_learning_engineer
661,"Alexion Pharmaceuticals,Inc.",3.8,"Senior Data Analyst, Data Management",CT,$81K - $114K (Glassdoor est.),"Boston, MA",1992.0,Biotech & Pharmaceuticals,Unknown / Non-Applicable,1001 to 5000 Employees,Company - Public,Pharmaceutical & Biotechnology,https://www.glassdoor.com/partner/jobListing.htm?pos=509&ao=1136043&s=58&guid=000001868b253de3a9c211b72ae47d8a&src=GD_JOB_AD&t=SR&vt=w&cs=1_8c5f16c9&cb=1677371719527&jobListingId=1008429563061&jrtk=3-0-1gq5iafgb2go7001-1gq5iafh2g4fk800-4014774cfbb60ac8-,CT,97.5,senior,data_analytics
662,Deloitte,4.1,AI/ML Data Engineering Manager - SFL Scientific,CT,$107K - $153K (Glassdoor est.),"New York, NY",1850.0,Accounting & Tax,$10+ billion (USD),10000+ Employees,Company - Private,Financial Services,https://www.glassdoor.com/partner/jobListing.htm?pos=516&ao=1136043&s=58&guid=000001868b253de3a9c211b72ae47d8a&src=GD_JOB_AD&t=SR&vt=w&cs=1_e3619b87&cb=1677371719528&jobListingId=1008390236078&jrtk=3-0-1gq5iafgb2go7001-1gq5iafh2g4fk800-6ef4b899bb35cce4-,CT,130.0,senior,machine_learning_engineer
663,Deloitte,4.1,Strategic Analytics - Manager,CT,$113K - $159K (Glassdoor est.),"New York, NY",1850.0,Accounting & Tax,$10+ billion (USD),10000+ Employees,Company - Private,Financial Services,https://www.glassdoor.com/partner/jobListing.htm?pos=529&ao=1136043&s=58&guid=000001868b253de3a9c211b72ae47d8a&src=GD_JOB_AD&t=SR&vt=w&cs=1_c3b62b8e&cb=1677371719529&jobListingId=1008284956815&jrtk=3-0-1gq5iafgb2go7001-1gq5iafh2g4fk800-75ee86351515f881-,CT,136.0,senior,other title
664,Cigna,3.7,Provider Operational Health Analytics Lead,CT,Employer est.:$94K - $157K ,"Bloomfield, CT",1865.0,Health Care Services & Hospitals,$10+ billion (USD),10000+ Employees,Company - Public,Healthcare,https://www.glassdoor.com/partner/jobListing.htm?pos=508&ao=1136043&s=58&guid=000001868b253de3a9c211b72ae47d8a&src=GD_JOB_AD&t=SR&vt=w&cs=1_919b5413&cb=1677371719527&jobListingId=1008405277887&jrtk=3-0-1gq5iafgb2go7001-1gq5iafh2g4fk800-223cbe718f6be14f-,CT,125.5,senior,other title
665,CVS Health,3.1,Actuary - ACT Systems Data,CT,Employer est.:$60K - $130K ,"Woonsocket, RI",1963.0,Health Care Services & Hospitals,$10+ billion (USD),10000+ Employees,Company - Public,Healthcare,https://www.glassdoor.com/partner/jobListing.htm?pos=526&ao=1136043&s=58&guid=000001868b253de3a9c211b72ae47d8a&src=GD_JOB_AD&t=SR&vt=w&cs=1_e227dec0&cb=1677371719529&jobListingId=1008228508678&jrtk=3-0-1gq5iafgb2go7001-1gq5iafh2g4fk800-33886eef6d998ee4-,CT,95.0,no prefix,other title
